payment_id,user_id,paid_at,amount_usd,plan,is_refunded,net_amount_usd
P00048333,U0021764,2023-02-23,399.0,annual,0,399.0
P00048334,U0021767,2021-09-29,399.0,annual,0,399.0
P00048335,U0021767,2022-09-29,399.0,annual,0,399.0
P00048336,U0021768,2022-12-08,49.0,monthly,0,49.0
P00048337,U0021768,2023-01-08,49.0,monthly,0,49.0
P00048338,U0021768,2023-02-08,49.0,monthly,0,49.0
P00048339,U0021770,2022-01-11,399.0,annual,0,399.0
P00048340,U0021771,2021-04-11,399.0,annual,0,399.0
P00048341,U0021772,2022-11-11,49.0,monthly,0,49.0
P00048342,U0021772,2022-12-11,49.0,monthly,0,49.0
P00048343,U0021772,2023-01-11,49.0,monthly,0,49.0
P00048344,U0021772,2023-02-11,49.0,monthly,0,49.0
P00048345,U0021775,2021-05-02,399.0,annual,0,399.0
P00048346,U0021776,2023-02-04,399.0,annual,0,399.0
P00048347,U0021781,2023-01-01,49.0,monthly,0,49.0
P00048348,U0021781,2023-02-01,49.0,monthly,0,49.0
P00048349,U0021782,2022-05-16,49.0,monthly,0,49.0
P00048350,U0021782,2022-06-16,49.0,monthly,0,49.0
P00048351,U0021784,2022-10-10,49.0,monthly,0,49.0
P00048352,U0021784,2022-11-10,49.0,monthly,0,49.0
P00048353,U0021784,2022-12-10,49.0,monthly,0,49.0
P00048354,U0021784,2023-01-10,49.0,monthly,0,49.0
P00048355,U0021784,2023-02-10,49.0,monthly,0,49.0
P00048356,U0021785,2022-12-28,49.0,monthly,0,49.0
P00048357,U0021785,2023-01-28,49.0,monthly,0,49.0
P00048358,U0021786,2022-01-28,49.0,monthly,0,49.0
P00048359,U0021789,2022-08-26,49.0,monthly,0,49.0
P00048360,U0021789,2022-09-26,49.0,monthly,0,49.0
P00048361,U0021789,2022-10-26,49.0,monthly,0,49.0
P00048362,U0021789,2022-11-26,49.0,monthly,0,49.0
P00048363,U0021789,2022-12-26,49.0,monthly,0,49.0
P00048364,U0021789,2023-01-26,49.0,monthly,0,49.0
P00048365,U0021790,2021-10-02,49.0,monthly,0,49.0
P00048366,U0021790,2021-11-02,49.0,monthly,0,49.0
P00048367,U0021790,2021-12-02,49.0,monthly,0,49.0
P00048368,U0021790,2022-01-02,49.0,monthly,0,49.0
P00048369,U0021790,2022-02-02,49.0,monthly,0,49.0
P00048370,U0021790,2022-03-02,49.0,monthly,0,49.0
P00048371,U0021790,2022-04-02,49.0,monthly,0,49.0
P00048372,U0021790,2022-05-02,49.0,monthly,0,49.0
P00048373,U0021790,2022-06-02,49.0,monthly,0,49.0
P00048374,U0021790,2022-07-02,49.0,monthly,0,49.0
P00048375,U0021790,2022-08-02,49.0,monthly,0,49.0
P00048376,U0021790,2022-09-02,49.0,monthly,0,49.0
P00048377,U0021790,2022-10-02,49.0,monthly,0,49.0
P00048378,U0021791,2021-12-27,399.0,annual,0,399.0
P00048379,U0021794,2021-04-25,49.0,monthly,0,49.0
P00048380,U0021794,2021-05-25,49.0,monthly,0,49.0
P00048381,U0021795,2023-01-12,399.0,annual,0,399.0
P00048382,U0021798,2022-07-08,49.0,monthly,0,49.0
P00048383,U0021798,2022-08-08,49.0,monthly,0,49.0
P00048384,U0021798,2022-09-08,49.0,monthly,1,0.0
P00048385,U0021798,2022-10-08,49.0,monthly,0,49.0
P00048386,U0021798,2022-11-08,49.0,monthly,0,49.0
P00048387,U0021798,2022-12-08,49.0,monthly,0,49.0
P00048388,U0021798,2023-01-08,49.0,monthly,0,49.0
P00048389,U0021798,2023-02-08,49.0,monthly,0,49.0
P00048390,U0021800,2022-12-21,49.0,monthly,0,49.0
P00048391,U0021800,2023-01-21,49.0,monthly,0,49.0
P00048392,U0021800,2023-02-21,49.0,monthly,0,49.0
P00048393,U0021801,2023-01-13,399.0,annual,0,399.0
P00048394,U0021802,2022-09-14,49.0,monthly,0,49.0
P00048395,U0021802,2022-10-14,49.0,monthly,0,49.0
P00048396,U0021802,2022-11-14,49.0,monthly,0,49.0
P00048397,U0021802,2022-12-14,49.0,monthly,0,49.0
P00048398,U0021802,2023-01-14,49.0,monthly,0,49.0
P00048399,U0021802,2023-02-14,49.0,monthly,0,49.0
P00048400,U0021803,2023-02-11,49.0,monthly,0,49.0
P00048401,U0021804,2022-10-27,399.0,annual,0,399.0
P00048402,U0021806,2022-04-21,49.0,monthly,0,49.0
P00048403,U0021806,2022-05-21,49.0,monthly,0,49.0
P00048404,U0021806,2022-06-21,49.0,monthly,1,0.0
P00048405,U0021806,2022-07-21,49.0,monthly,0,49.0
P00048406,U0021806,2022-08-21,49.0,monthly,0,49.0
P00048407,U0021806,2022-09-21,49.0,monthly,0,49.0
P00048408,U0021806,2022-10-21,49.0,monthly,0,49.0
P00048409,U0021806,2022-11-21,49.0,monthly,0,49.0
P00048410,U0021806,2022-12-21,49.0,monthly,1,0.0
P00048411,U0021806,2023-01-21,49.0,monthly,0,49.0
P00048412,U0021807,2021-01-09,49.0,monthly,0,49.0
P00048413,U0021807,2021-02-09,49.0,monthly,0,49.0
P00048414,U0021807,2021-03-09,49.0,monthly,0,49.0
P00048415,U0021807,2021-04-09,49.0,monthly,0,49.0
P00048416,U0021808,2021-07-07,49.0,monthly,0,49.0
P00048417,U0021808,2021-08-07,49.0,monthly,0,49.0
P00048418,U0021808,2021-09-07,49.0,monthly,0,49.0
P00048419,U0021808,2021-10-07,49.0,monthly,0,49.0
P00048420,U0021808,2021-11-07,49.0,monthly,0,49.0
P00048421,U0021808,2021-12-07,49.0,monthly,0,49.0
P00048422,U0021808,2022-01-07,49.0,monthly,0,49.0
P00048423,U0021812,2022-04-20,399.0,annual,0,399.0
P00048424,U0021813,2021-11-01,399.0,annual,0,399.0
P00048425,U0021816,2022-07-08,49.0,monthly,0,49.0
P00048426,U0021816,2022-08-08,49.0,monthly,0,49.0
P00048427,U0021816,2022-09-08,49.0,monthly,0,49.0
P00048428,U0021816,2022-10-08,49.0,monthly,0,49.0
P00048429,U0021816,2022-11-08,49.0,monthly,0,49.0
P00048430,U0021816,2022-12-08,49.0,monthly,0,49.0
P00048431,U0021818,2022-12-08,49.0,monthly,0,49.0
P00048432,U0021818,2023-01-08,49.0,monthly,0,49.0
P00048433,U0021818,2023-02-08,49.0,monthly,0,49.0
P00048434,U0021819,2022-06-02,49.0,monthly,0,49.0
P00048435,U0021819,2022-07-02,49.0,monthly,0,49.0
P00048436,U0021819,2022-08-02,49.0,monthly,0,49.0
P00048437,U0021819,2022-09-02,49.0,monthly,0,49.0
P00048438,U0021819,2022-10-02,49.0,monthly,0,49.0
P00048439,U0021820,2023-01-04,49.0,monthly,0,49.0
P00048440,U0021821,2022-11-28,399.0,annual,0,399.0
P00048441,U0021825,2022-12-23,399.0,annual,0,399.0
P00048442,U0021826,2022-02-10,49.0,monthly,0,49.0
P00048443,U0021826,2022-03-10,49.0,monthly,1,0.0
P00048444,U0021826,2022-04-10,49.0,monthly,0,49.0
P00048445,U0021826,2022-05-10,49.0,monthly,0,49.0
P00048446,U0021826,2022-06-10,49.0,monthly,0,49.0
P00048447,U0021826,2022-07-10,49.0,monthly,0,49.0
P00048448,U0021826,2022-08-10,49.0,monthly,0,49.0
P00048449,U0021830,2022-03-29,399.0,annual,0,399.0
P00048450,U0021831,2023-01-05,399.0,annual,0,399.0
P00048451,U0021835,2022-04-16,49.0,monthly,0,49.0
P00048452,U0021835,2022-05-16,49.0,monthly,0,49.0
P00048453,U0021835,2022-06-16,49.0,monthly,0,49.0
P00048454,U0021836,2021-01-24,49.0,monthly,0,49.0
P00048455,U0021839,2022-11-24,49.0,monthly,0,49.0
P00048456,U0021839,2022-12-24,49.0,monthly,0,49.0
P00048457,U0021839,2023-01-24,49.0,monthly,0,49.0
P00048458,U0021839,2023-02-24,49.0,monthly,0,49.0
P00048459,U0021840,2022-07-04,49.0,monthly,0,49.0
P00048460,U0021843,2022-01-16,49.0,monthly,0,49.0
P00048461,U0021843,2022-02-16,49.0,monthly,0,49.0
P00048462,U0021844,2022-06-27,49.0,monthly,0,49.0
P00048463,U0021844,2022-07-27,49.0,monthly,0,49.0
P00048464,U0021844,2022-08-27,49.0,monthly,0,49.0
P00048465,U0021844,2022-09-27,49.0,monthly,0,49.0
P00048466,U0021844,2022-10-27,49.0,monthly,0,49.0
P00048467,U0021844,2022-11-27,49.0,monthly,0,49.0
P00048468,U0021844,2022-12-27,49.0,monthly,0,49.0
P00048469,U0021845,2022-09-09,399.0,annual,1,0.0
P00048470,U0021846,2021-12-13,399.0,annual,0,399.0
P00048471,U0021848,2022-02-24,399.0,annual,0,399.0
P00048472,U0021849,2021-01-19,49.0,monthly,0,49.0
P00048473,U0021849,2021-02-19,49.0,monthly,0,49.0
P00048474,U0021849,2021-03-19,49.0,monthly,0,49.0
P00048475,U0021849,2021-04-19,49.0,monthly,0,49.0
P00048476,U0021849,2021-05-19,49.0,monthly,0,49.0
P00048477,U0021849,2021-06-19,49.0,monthly,0,49.0
P00048478,U0021849,2021-07-19,49.0,monthly,0,49.0
P00048479,U0021849,2021-08-19,49.0,monthly,0,49.0
P00048480,U0021852,2021-02-11,49.0,monthly,0,49.0
P00048481,U0021852,2021-03-11,49.0,monthly,0,49.0
P00048482,U0021852,2021-04-11,49.0,monthly,0,49.0
P00048483,U0021852,2021-05-11,49.0,monthly,0,49.0
P00048484,U0021852,2021-06-11,49.0,monthly,0,49.0
P00048485,U0021852,2021-07-11,49.0,monthly,0,49.0
P00048486,U0021852,2021-08-11,49.0,monthly,0,49.0
P00048487,U0021854,2022-06-26,49.0,monthly,0,49.0
P00048488,U0021854,2022-07-26,49.0,monthly,0,49.0
P00048489,U0021854,2022-08-26,49.0,monthly,0,49.0
P00048490,U0021854,2022-09-26,49.0,monthly,0,49.0
P00048491,U0021854,2022-10-26,49.0,monthly,0,49.0
P00048492,U0021854,2022-11-26,49.0,monthly,0,49.0
P00048493,U0021854,2022-12-26,49.0,monthly,0,49.0
P00048494,U0021861,2023-01-03,49.0,monthly,0,49.0
P00048495,U0021861,2023-02-03,49.0,monthly,0,49.0
P00048496,U0021862,2022-05-02,399.0,annual,0,399.0
P00048497,U0021866,2021-01-29,49.0,monthly,0,49.0
P00048498,U0021866,2021-02-28,49.0,monthly,0,49.0
P00048499,U0021866,2021-03-28,49.0,monthly,0,49.0
P00048500,U0021866,2021-04-28,49.0,monthly,0,49.0
P00048501,U0021866,2021-05-28,49.0,monthly,0,49.0
P00048502,U0021866,2021-06-28,49.0,monthly,0,49.0
P00048503,U0021870,2023-01-16,49.0,monthly,0,49.0
P00048504,U0021870,2023-02-16,49.0,monthly,0,49.0
P00048505,U0021871,2021-02-26,49.0,monthly,0,49.0
P00048506,U0021871,2021-03-26,49.0,monthly,0,49.0
P00048507,U0021871,2021-04-26,49.0,monthly,0,49.0
P00048508,U0021871,2021-05-26,49.0,monthly,0,49.0
P00048509,U0021871,2021-06-26,49.0,monthly,0,49.0
P00048510,U0021871,2021-07-26,49.0,monthly,0,49.0
P00048511,U0021871,2021-08-26,49.0,monthly,0,49.0
P00048512,U0021871,2021-09-26,49.0,monthly,0,49.0
P00048513,U0021871,2021-10-26,49.0,monthly,0,49.0
P00048514,U0021871,2021-11-26,49.0,monthly,0,49.0
P00048515,U0021876,2021-12-08,49.0,monthly,0,49.0
P00048516,U0021876,2022-01-08,49.0,monthly,0,49.0
P00048517,U0021876,2022-02-08,49.0,monthly,0,49.0
P00048518,U0021876,2022-03-08,49.0,monthly,0,49.0
P00048519,U0021876,2022-04-08,49.0,monthly,0,49.0
P00048520,U0021876,2022-05-08,49.0,monthly,0,49.0
P00048521,U0021876,2022-06-08,49.0,monthly,0,49.0
P00048522,U0021876,2022-07-08,49.0,monthly,0,49.0
P00048523,U0021876,2022-08-08,49.0,monthly,0,49.0
P00048524,U0021876,2022-09-08,49.0,monthly,0,49.0
P00048525,U0021876,2022-10-08,49.0,monthly,0,49.0
P00048526,U0021876,2022-11-08,49.0,monthly,0,49.0
P00048527,U0021876,2022-12-08,49.0,monthly,0,49.0
P00048528,U0021876,2023-01-08,49.0,monthly,0,49.0
P00048529,U0021880,2022-11-11,399.0,annual,0,399.0
P00048530,U0021882,2021-01-16,399.0,annual,0,399.0
P00048531,U0021884,2022-01-17,399.0,annual,0,399.0
P00048532,U0021885,2022-12-23,399.0,annual,0,399.0
P00048533,U0021887,2021-08-06,49.0,monthly,0,49.0
P00048534,U0021887,2021-09-06,49.0,monthly,0,49.0
P00048535,U0021887,2021-10-06,49.0,monthly,0,49.0
P00048536,U0021887,2021-11-06,49.0,monthly,0,49.0
P00048537,U0021887,2021-12-06,49.0,monthly,0,49.0
P00048538,U0021887,2022-01-06,49.0,monthly,0,49.0
P00048539,U0021887,2022-02-06,49.0,monthly,0,49.0
P00048540,U0021887,2022-03-06,49.0,monthly,0,49.0
P00048541,U0021889,2022-05-29,49.0,monthly,0,49.0
P00048542,U0021889,2022-06-29,49.0,monthly,0,49.0
P00048543,U0021889,2022-07-29,49.0,monthly,0,49.0
P00048544,U0021889,2022-08-29,49.0,monthly,0,49.0
P00048545,U0021889,2022-09-29,49.0,monthly,0,49.0
P00048546,U0021889,2022-10-29,49.0,monthly,0,49.0
P00048547,U0021889,2022-11-29,49.0,monthly,0,49.0
P00048548,U0021889,2022-12-29,49.0,monthly,0,49.0
P00048549,U0021890,2022-04-09,49.0,monthly,0,49.0
P00048550,U0021890,2022-05-09,49.0,monthly,0,49.0
P00048551,U0021890,2022-06-09,49.0,monthly,0,49.0
P00048552,U0021890,2022-07-09,49.0,monthly,0,49.0
P00048553,U0021891,2022-04-19,49.0,monthly,0,49.0
P00048554,U0021891,2022-05-19,49.0,monthly,0,49.0
P00048555,U0021891,2022-06-19,49.0,monthly,0,49.0
P00048556,U0021891,2022-07-19,49.0,monthly,0,49.0
P00048557,U0021891,2022-08-19,49.0,monthly,0,49.0
P00048558,U0021891,2022-09-19,49.0,monthly,0,49.0
P00048559,U0021891,2022-10-19,49.0,monthly,0,49.0
P00048560,U0021891,2022-11-19,49.0,monthly,0,49.0
P00048561,U0021891,2022-12-19,49.0,monthly,0,49.0
P00048562,U0021891,2023-01-19,49.0,monthly,0,49.0
P00048563,U0021891,2023-02-19,49.0,monthly,0,49.0
P00048564,U0021892,2021-01-16,399.0,annual,0,399.0
P00048565,U0021893,2022-02-16,49.0,monthly,0,49.0
P00048566,U0021893,2022-03-16,49.0,monthly,0,49.0
P00048567,U0021893,2022-04-16,49.0,monthly,0,49.0
P00048568,U0021893,2022-05-16,49.0,monthly,0,49.0
P00048569,U0021893,2022-06-16,49.0,monthly,0,49.0
P00048570,U0021893,2022-07-16,49.0,monthly,0,49.0
P00048571,U0021893,2022-08-16,49.0,monthly,0,49.0
P00048572,U0021893,2022-09-16,49.0,monthly,0,49.0
P00048573,U0021897,2022-11-21,49.0,monthly,0,49.0
P00048574,U0021897,2022-12-21,49.0,monthly,0,49.0
P00048575,U0021897,2023-01-21,49.0,monthly,0,49.0
P00048576,U0021900,2021-05-26,49.0,monthly,0,49.0
P00048577,U0021900,2021-06-26,49.0,monthly,0,49.0
P00048578,U0021900,2021-07-26,49.0,monthly,0,49.0
P00048579,U0021900,2021-08-26,49.0,monthly,0,49.0
P00048580,U0021900,2021-09-26,49.0,monthly,0,49.0
P00048581,U0021900,2021-10-26,49.0,monthly,0,49.0
P00048582,U0021900,2021-11-26,49.0,monthly,0,49.0
P00048583,U0021900,2021-12-26,49.0,monthly,0,49.0
P00048584,U0021901,2022-01-14,49.0,monthly,0,49.0
P00048585,U0021901,2022-02-14,49.0,monthly,0,49.0
P00048586,U0021901,2022-03-14,49.0,monthly,0,49.0
P00048587,U0021902,2022-01-09,49.0,monthly,0,49.0
P00048588,U0021902,2022-02-09,49.0,monthly,0,49.0
P00048589,U0021902,2022-03-09,49.0,monthly,0,49.0
P00048590,U0021902,2022-04-09,49.0,monthly,0,49.0
P00048591,U0021904,2021-01-25,49.0,monthly,0,49.0
P00048592,U0021904,2021-02-25,49.0,monthly,0,49.0
P00048593,U0021904,2021-03-25,49.0,monthly,0,49.0
P00048594,U0021904,2021-04-25,49.0,monthly,0,49.0
P00048595,U0021904,2021-05-25,49.0,monthly,0,49.0
P00048596,U0021904,2021-06-25,49.0,monthly,0,49.0
P00048597,U0021904,2021-07-25,49.0,monthly,0,49.0
P00048598,U0021904,2021-08-25,49.0,monthly,0,49.0
P00048599,U0021904,2021-09-25,49.0,monthly,0,49.0
P00048600,U0021904,2021-10-25,49.0,monthly,0,49.0
P00048601,U0021904,2021-11-25,49.0,monthly,0,49.0
P00048602,U0021904,2021-12-25,49.0,monthly,0,49.0
P00048603,U0021906,2022-02-26,49.0,monthly,0,49.0
P00048604,U0021906,2022-03-26,49.0,monthly,0,49.0
P00048605,U0021906,2022-04-26,49.0,monthly,0,49.0
P00048606,U0021906,2022-05-26,49.0,monthly,0,49.0
P00048607,U0021906,2022-06-26,49.0,monthly,0,49.0
P00048608,U0021906,2022-07-26,49.0,monthly,0,49.0
P00048609,U0021906,2022-08-26,49.0,monthly,0,49.0
P00048610,U0021906,2022-09-26,49.0,monthly,0,49.0
P00048611,U0021906,2022-10-26,49.0,monthly,0,49.0
P00048612,U0021906,2022-11-26,49.0,monthly,0,49.0
P00048613,U0021906,2022-12-26,49.0,monthly,0,49.0
P00048614,U0021918,2022-06-01,399.0,annual,0,399.0
P00048615,U0021920,2022-03-03,49.0,monthly,1,0.0
P00048616,U0021920,2022-04-03,49.0,monthly,0,49.0
P00048617,U0021920,2022-05-03,49.0,monthly,0,49.0
P00048618,U0021920,2022-06-03,49.0,monthly,0,49.0
P00048619,U0021920,2022-07-03,49.0,monthly,0,49.0
P00048620,U0021920,2022-08-03,49.0,monthly,0,49.0
P00048621,U0021920,2022-09-03,49.0,monthly,0,49.0
P00048622,U0021920,2022-10-03,49.0,monthly,0,49.0
P00048623,U0021920,2022-11-03,49.0,monthly,0,49.0
P00048624,U0021923,2021-09-18,399.0,annual,0,399.0
P00048625,U0021928,2021-02-08,49.0,monthly,0,49.0
P00048626,U0021928,2021-03-08,49.0,monthly,0,49.0
P00048627,U0021928,2021-04-08,49.0,monthly,1,0.0
P00048628,U0021928,2021-05-08,49.0,monthly,0,49.0
P00048629,U0021928,2021-06-08,49.0,monthly,0,49.0
P00048630,U0021928,2021-07-08,49.0,monthly,0,49.0
P00048631,U0021928,2021-08-08,49.0,monthly,0,49.0
P00048632,U0021930,2022-03-02,49.0,monthly,0,49.0
P00048633,U0021930,2022-04-02,49.0,monthly,0,49.0
P00048634,U0021930,2022-05-02,49.0,monthly,0,49.0
P00048635,U0021930,2022-06-02,49.0,monthly,0,49.0
P00048636,U0021930,2022-07-02,49.0,monthly,0,49.0
P00048637,U0021930,2022-08-02,49.0,monthly,0,49.0
P00048638,U0021931,2021-05-26,49.0,monthly,0,49.0
P00048639,U0021931,2021-06-26,49.0,monthly,0,49.0
P00048640,U0021931,2021-07-26,49.0,monthly,1,0.0
P00048641,U0021932,2022-03-18,399.0,annual,0,399.0
P00048642,U0021933,2022-12-13,399.0,annual,0,399.0
P00048643,U0021934,2021-10-29,399.0,annual,0,399.0
P00048644,U0021935,2021-01-26,49.0,monthly,0,49.0
P00048645,U0021935,2021-02-26,49.0,monthly,0,49.0
P00048646,U0021935,2021-03-26,49.0,monthly,0,49.0
P00048647,U0021935,2021-04-26,49.0,monthly,0,49.0
P00048648,U0021935,2021-05-26,49.0,monthly,0,49.0
P00048649,U0021935,2021-06-26,49.0,monthly,0,49.0
P00048650,U0021937,2022-10-24,399.0,annual,0,399.0
P00048651,U0021940,2022-03-26,49.0,monthly,0,49.0
P00048652,U0021940,2022-04-26,49.0,monthly,0,49.0
P00048653,U0021940,2022-05-26,49.0,monthly,0,49.0
P00048654,U0021940,2022-06-26,49.0,monthly,0,49.0
P00048655,U0021940,2022-07-26,49.0,monthly,0,49.0
P00048656,U0021940,2022-08-26,49.0,monthly,0,49.0
P00048657,U0021940,2022-09-26,49.0,monthly,0,49.0
P00048658,U0021940,2022-10-26,49.0,monthly,0,49.0
P00048659,U0021940,2022-11-26,49.0,monthly,0,49.0
P00048660,U0021940,2022-12-26,49.0,monthly,0,49.0
P00048661,U0021942,2021-12-31,49.0,monthly,0,49.0
P00048662,U0021942,2022-01-31,49.0,monthly,0,49.0
P00048663,U0021942,2022-02-28,49.0,monthly,0,49.0
P00048664,U0021942,2022-03-28,49.0,monthly,0,49.0
P00048665,U0021943,2023-01-18,49.0,monthly,0,49.0
P00048666,U0021943,2023-02-18,49.0,monthly,0,49.0
P00048667,U0021946,2021-11-27,49.0,monthly,0,49.0
P00048668,U0021946,2021-12-27,49.0,monthly,0,49.0
P00048669,U0021946,2022-01-27,49.0,monthly,0,49.0
P00048670,U0021946,2022-02-27,49.0,monthly,0,49.0
P00048671,U0021946,2022-03-27,49.0,monthly,0,49.0
P00048672,U0021946,2022-04-27,49.0,monthly,0,49.0
P00048673,U0021946,2022-05-27,49.0,monthly,0,49.0
P00048674,U0021946,2022-06-27,49.0,monthly,0,49.0
P00048675,U0021946,2022-07-27,49.0,monthly,0,49.0
P00048676,U0021949,2021-05-21,49.0,monthly,0,49.0
P00048677,U0021949,2021-06-21,49.0,monthly,0,49.0
P00048678,U0021949,2021-07-21,49.0,monthly,0,49.0
P00048679,U0021949,2021-08-21,49.0,monthly,0,49.0
P00048680,U0021949,2021-09-21,49.0,monthly,0,49.0
P00048681,U0021949,2021-10-21,49.0,monthly,0,49.0
P00048682,U0021950,2022-04-01,399.0,annual,0,399.0
P00048683,U0021952,2022-03-09,49.0,monthly,0,49.0
P00048684,U0021952,2022-04-09,49.0,monthly,0,49.0
P00048685,U0021952,2022-05-09,49.0,monthly,0,49.0
P00048686,U0021952,2022-06-09,49.0,monthly,0,49.0
P00048687,U0021952,2022-07-09,49.0,monthly,0,49.0
P00048688,U0021952,2022-08-09,49.0,monthly,0,49.0
P00048689,U0021952,2022-09-09,49.0,monthly,0,49.0
P00048690,U0021952,2022-10-09,49.0,monthly,0,49.0
P00048691,U0021952,2022-11-09,49.0,monthly,0,49.0
P00048692,U0021953,2022-09-09,49.0,monthly,0,49.0
P00048693,U0021957,2023-01-18,49.0,monthly,0,49.0
P00048694,U0021959,2022-04-10,49.0,monthly,0,49.0
P00048695,U0021959,2022-05-10,49.0,monthly,0,49.0
P00048696,U0021959,2022-06-10,49.0,monthly,0,49.0
P00048697,U0021959,2022-07-10,49.0,monthly,0,49.0
P00048698,U0021959,2022-08-10,49.0,monthly,0,49.0
P00048699,U0021959,2022-09-10,49.0,monthly,0,49.0
P00048700,U0021959,2022-10-10,49.0,monthly,0,49.0
P00048701,U0021959,2022-11-10,49.0,monthly,0,49.0
P00048702,U0021959,2022-12-10,49.0,monthly,0,49.0
P00048703,U0021959,2023-01-10,49.0,monthly,0,49.0
P00048704,U0021959,2023-02-10,49.0,monthly,0,49.0
P00048705,U0021967,2021-01-28,49.0,monthly,0,49.0
P00048706,U0021967,2021-02-28,49.0,monthly,0,49.0
P00048707,U0021969,2022-01-29,49.0,monthly,0,49.0
P00048708,U0021969,2022-02-28,49.0,monthly,0,49.0
P00048709,U0021969,2022-03-28,49.0,monthly,0,49.0
P00048710,U0021969,2022-04-28,49.0,monthly,0,49.0
P00048711,U0021969,2022-05-28,49.0,monthly,0,49.0
P00048712,U0021969,2022-06-28,49.0,monthly,0,49.0
P00048713,U0021972,2022-01-29,399.0,annual,0,399.0
P00048714,U0021975,2022-06-01,49.0,monthly,0,49.0
P00048715,U0021975,2022-07-01,49.0,monthly,0,49.0
P00048716,U0021975,2022-08-01,49.0,monthly,0,49.0
P00048717,U0021975,2022-09-01,49.0,monthly,0,49.0
P00048718,U0021975,2022-10-01,49.0,monthly,0,49.0
P00048719,U0021975,2022-11-01,49.0,monthly,0,49.0
P00048720,U0021978,2022-03-19,49.0,monthly,0,49.0
P00048721,U0021978,2022-04-19,49.0,monthly,0,49.0
P00048722,U0021978,2022-05-19,49.0,monthly,0,49.0
P00048723,U0021978,2022-06-19,49.0,monthly,0,49.0
P00048724,U0021978,2022-07-19,49.0,monthly,1,0.0
P00048725,U0021978,2022-08-19,49.0,monthly,0,49.0
P00048726,U0021978,2022-09-19,49.0,monthly,0,49.0
P00048727,U0021978,2022-10-19,49.0,monthly,0,49.0
P00048728,U0021982,2021-06-26,49.0,monthly,0,49.0
P00048729,U0021982,2021-07-26,49.0,monthly,0,49.0
P00048730,U0021982,2021-08-26,49.0,monthly,0,49.0
P00048731,U0021985,2022-12-24,399.0,annual,0,399.0
P00048732,U0021986,2022-12-02,49.0,monthly,0,49.0
P00048733,U0021986,2023-01-02,49.0,monthly,0,49.0
P00048734,U0021986,2023-02-02,49.0,monthly,0,49.0
P00048735,U0021990,2022-01-14,49.0,monthly,1,0.0
P00048736,U0021990,2022-02-14,49.0,monthly,0,49.0
P00048737,U0021990,2022-03-14,49.0,monthly,0,49.0
P00048738,U0021990,2022-04-14,49.0,monthly,0,49.0
P00048739,U0021990,2022-05-14,49.0,monthly,0,49.0
P00048740,U0021990,2022-06-14,49.0,monthly,0,49.0
P00048741,U0021990,2022-07-14,49.0,monthly,0,49.0
P00048742,U0021990,2022-08-14,49.0,monthly,0,49.0
P00048743,U0021990,2022-09-14,49.0,monthly,0,49.0
P00048744,U0021990,2022-10-14,49.0,monthly,0,49.0
P00048745,U0021990,2022-11-14,49.0,monthly,0,49.0
P00048746,U0021992,2022-10-25,49.0,monthly,0,49.0
P00048747,U0021992,2022-11-25,49.0,monthly,0,49.0
P00048748,U0021992,2022-12-25,49.0,monthly,0,49.0
P00048749,U0021992,2023-01-25,49.0,monthly,0,49.0
P00048750,U0021992,2023-02-25,49.0,monthly,0,49.0
P00048751,U0021993,2022-01-02,399.0,annual,0,399.0
P00048752,U0021997,2021-01-13,399.0,annual,0,399.0
P00048753,U0022000,2023-01-02,49.0,monthly,0,49.0
P00048754,U0022000,2023-02-02,49.0,monthly,0,49.0
P00048755,U0022001,2022-02-25,399.0,annual,0,399.0
P00048756,U0022002,2022-12-22,49.0,monthly,0,49.0
P00048757,U0022002,2023-01-22,49.0,monthly,0,49.0
P00048758,U0022002,2023-02-22,49.0,monthly,0,49.0
P00048759,U0022003,2023-01-09,49.0,monthly,0,49.0
P00048760,U0022003,2023-02-09,49.0,monthly,0,49.0
P00048761,U0022005,2021-07-03,49.0,monthly,0,49.0
P00048762,U0022005,2021-08-03,49.0,monthly,0,49.0
P00048763,U0022005,2021-09-03,49.0,monthly,0,49.0
P00048764,U0022005,2021-10-03,49.0,monthly,0,49.0
P00048765,U0022005,2021-11-03,49.0,monthly,0,49.0
P00048766,U0022005,2021-12-03,49.0,monthly,0,49.0
P00048767,U0022005,2022-01-03,49.0,monthly,0,49.0
P00048768,U0022005,2022-02-03,49.0,monthly,0,49.0
P00048769,U0022005,2022-03-03,49.0,monthly,0,49.0
P00048770,U0022005,2022-04-03,49.0,monthly,0,49.0
P00048771,U0022005,2022-05-03,49.0,monthly,0,49.0
P00048772,U0022005,2022-06-03,49.0,monthly,0,49.0
P00048773,U0022005,2022-07-03,49.0,monthly,0,49.0
P00048774,U0022005,2022-08-03,49.0,monthly,0,49.0
P00048775,U0022007,2022-02-03,399.0,annual,0,399.0
P00048776,U0022010,2021-11-15,49.0,monthly,0,49.0
P00048777,U0022010,2021-12-15,49.0,monthly,0,49.0
P00048778,U0022010,2022-01-15,49.0,monthly,0,49.0
P00048779,U0022010,2022-02-15,49.0,monthly,0,49.0
P00048780,U0022011,2021-11-20,49.0,monthly,0,49.0
P00048781,U0022011,2021-12-20,49.0,monthly,0,49.0
P00048782,U0022011,2022-01-20,49.0,monthly,0,49.0
P00048783,U0022011,2022-02-20,49.0,monthly,0,49.0
